OBJECTID,GEOID,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
1,6037920336,10,3,1,4,2,2438559.777,8124.373091
2,6037920044,4,1,1,1,1,1470811.184,5545.298452
3,6037573003,13,5,3,3,2,652816.7969,3310.743793
4,6037571704,13,3,2,4,4,699401.1055,4113.477175
5,6037570403,17,5,3,5,4,831783.8945,3887.000394
6,6037553503,15,3,4,4,4,617211.9961,3495.393508
7,6037552302,14,4,2,3,5,1390240.398,5528.303453
8,6037503104,10,1,3,4,2,796205.6289,4021.429991
9,6037550602,11,3,4,2,2,2158706.352,6127.085861
10,6037550601,17,5,5,3,4,1708499.082,5362.291643
11,6037550202,15,4,4,3,4,1843022.32,6142.426909
12,6037550201,14,4,4,4,2,828455.5508,4717.914256
13,6037544002,12,4,4,2,2,1665108.32,5464.320576
14,6037544001,11,4,2,3,2,3321481.5,7654.751409
15,6037543905,13,5,2,5,1,3991429.828,8906.914394
16,6037139504,14,3,3,3,5,425677.2461,2990.052947
17,6037139503,13,2,3,3,5,514346.1523,2989.995262
18,6037139401,15,4,3,3,5,1326637.137,4692.981141
19,6037137103,16,5,5,2,4,1116335.281,4332.175421
20,6037134905,11,3,3,2,3,3781808.969,8123.251894
21,6037134522,14,5,1,4,4,901787.6406,3792.035478
22,6037301206,11,2,2,3,4,1203668.352,4926.232732
23,6037301205,6,1,2,2,1,1134011.477,4711.881734
24,6037300301,7,3,1,1,2,9058500.758,15439.91252
25,6037501002,12,3,5,2,2,2139466,6116.668081
26,6037501001,10,3,3,3,1,1286366.707,4724.131147
27,6037500404,13,3,5,3,2,1740164.691,5384.538923
28,6037481606,16,4,4,4,4,1258140.781,5460.244657
29,6037500403,13,2,5,3,3,3277205.262,10856.55626
30,6037433101,17,4,5,4,4,2281179.684,9439.262871
31,6037911001,9,1,2,2,4,552099515.5,130939.7819
32,6037910813,6,1,1,1,3,121867232.4,61638.28357
33,6037910716,10,2,1,3,4,3660757.176,9140.480855
34,6037910715,12,3,1,3,5,2922800.52,7945.786528
35,6037910714,9,1,1,4,3,1492273.992,4992.651477
36,6037910711,11,1,1,5,4,5340709.996,10802.19663
37,6037910606,10,1,1,4,4,2013837.199,6015.301076
38,6037910605,10,1,1,4,4,1997102.246,5979.569964
39,6037135114,14,2,3,4,5,1859771.871,6704.694739
40,6037135113,12,1,4,3,4,935384.5938,4813.931944
41,6037134903,11,2,3,3,3,827371.0625,3859.13657
42,6037134521,15,5,1,5,4,515814.5508,3022.731244
43,6037131701,13,4,1,4,4,966777.3906,3933.239541
44,6037128801,12,3,3,2,4,723414.5859,3487.208551
45,6037127712,12,2,3,3,4,829288.5781,3619.661816
46,6037127606,15,3,4,4,4,801815.2422,3595.761983
47,6037127604,17,4,3,5,5,637977.5039,3643.248329
48,6037124903,13,2,4,2,5,453364.7148,2878.425651
49,6037124204,15,5,4,3,3,474811.5156,2921.242944
50,6037124203,15,4,3,4,4,475305.207,2922.022751
51,6037124105,16,5,3,4,4,475396.8555,2922.889351
52,6037124103,16,5,3,4,4,474531.4648,2920.463282
53,6037122121,12,4,3,3,2,603970.3711,4426.437648
54,6037121222,17,5,4,4,4,1969441.074,6732.063051
55,6037121221,14,4,4,4,2,733869.1563,4059.620318
56,6037121101,13,4,4,3,2,692384.2422,3956.124744
57,6037120108,11,1,2,4,4,567606.5977,3117.802484
58,6037481605,18,5,5,4,4,1117422.695,5146.499047
59,6037124902,15,3,4,3,5,496804.7891,2971.106524
60,6037124104,18,5,4,4,5,475321.418,2922.272731
61,6037123902,14,4,4,2,4,965783.7305,4296.383258
62,6037121102,12,4,1,2,5,11064800.75,13885.70223
63,6037106645,5,1,1,1,2,3713201.035,11139.43308
64,6037104204,14,4,2,4,4,3917809.359,11164.09226
65,6037297602,8,3,1,2,2,895658.5039,4510.108993
66,6037297601,6,1,1,2,2,1005675.484,8803.963616
67,6037910505,12,3,1,4,4,2396509.117,8608.629478
68,6037910504,12,2,1,4,5,2347293.398,7024.343566
69,6037910002,9,1,2,3,3,107315848.1,50346.66147
70,6037901011,9,1,1,2,5,3941208.336,7941.092544
71,6037901010,9,1,1,3,4,3941494.883,7941.307118
72,6037901009,10,1,1,3,5,3928398.629,7936.612676
73,6037900609,10,1,1,4,4,3941279.199,9961.231527
74,6037502802,17,4,3,5,5,5565089.066,13467.91494
75,6037460401,5,1,1,2,1,7977609.652,32965.22533
76,6037577504,8,1,1,1,5,826303.8203,6083.693922
77,6037120107,13,1,2,5,5,302052.8945,2239.805868
78,6037120106,15,3,2,5,5,301243.4883,2239.577765
79,6037120104,13,1,2,5,5,664096.1523,3751.781588
80,6037120103,12,1,2,5,4,207132.8125,2079.538438
81,6037119342,12,2,2,5,3,321387.3242,2252.704974
82,6037119341,13,3,2,5,3,480396.4023,3083.881054
83,6037117408,15,4,2,5,4,552078.8555,3045.494744
84,6037117407,16,5,2,5,4,292015.9492,2173.781615
85,6037117201,13,4,2,3,4,1157350.34,5056.85672
86,6037117102,7,1,1,3,2,1523596.492,5064.280296
87,6037117101,10,3,2,3,2,1147160.883,4317.780126
88,6037405702,12,3,2,3,4,1975637.414,5995.374135
89,6037405701,11,3,2,2,4,1520960.223,5382.881938
90,6037405302,10,2,3,3,2,2622537.512,8056.404257
91,6037405301,12,3,2,3,4,1216294.246,7077.283127
92,6037576903,16,5,2,4,5,471160.7813,2912.065114
93,6037576302,18,5,3,5,5,469380.2813,2909.43905
94,6037576301,19,5,5,4,5,795860.457,3581.316068
95,6037576001,13,3,3,2,5,4420355.426,9050.982014
96,6037408003,11,1,4,3,3,2058115.109,6413.277348
97,6037401304,7,2,2,1,2,16939364.17,26314.3831
98,6037401303,6,1,3,1,1,8635757.652,15715.80423
99,6037400501,5,1,1,1,2,15945669.48,21940.09252
100,6037400403,7,1,2,2,2,18889093.34,20272.02937
101,6037302506,13,2,4,3,4,1332315.41,5531.943771
102,6037404504,13,4,2,4,3,987043.5234,3974.238457
103,6037404202,8,3,1,2,2,951611.0703,3902.10692
104,6037404201,10,3,1,4,2,1360169.91,4967.284978
105,6037650901,9,4,3,1,1,5137690.465,10860.55362
106,6037650401,7,3,2,1,1,5105129.867,11816.75654
107,6037650004,8,1,4,2,1,1114798.738,4312.842353
108,6037650003,9,2,4,2,1,727233.4336,3515.853115
109,6037621326,6,1,1,2,2,1273467.25,5139.514802
110,6037621324,5,1,1,1,2,1112831.039,5058.539493
111,6037302505,18,5,4,4,5,788026.2148,5858.906816
112,6037433503,16,4,4,4,4,1157894.629,4900.975379
113,6037406702,12,2,3,3,4,4122743.043,8929.544212
114,6037900608,11,1,1,4,5,1985690.91,5975.979312
115,6037900507,11,1,3,3,4,5856764.914,9862.103261
116,6037900506,10,1,1,4,4,1948128.445,5911.167138
117,6037900505,12,2,1,4,5,1940127.598,5893.254932
118,6037900104,10,1,2,4,3,63053057.88,31799.21553
119,6037621204,9,2,3,1,3,1465947.707,5906.069615
120,6037621104,9,5,2,1,1,1373338.789,4730.14928
121,6037621004,6,2,1,1,2,1275186.32,5803.702411
122,6037620904,7,2,2,1,2,863620.9063,4135.575802
123,6037620305,9,3,3,1,2,1833773.617,6980.611523
124,6037543306,13,4,4,3,2,6550193.945,15404.17889
125,6037542106,16,4,3,5,4,1327648.383,6001.039932
126,6037542105,12,1,3,5,3,908313.7578,4423.648885
127,6037900103,8,1,1,4,2,29346387.55,23673.04144
128,6037800506,4,1,1,1,1,38184990.01,35208.94061
129,6037800504,5,2,1,1,1,31216909.17,39745.66051
130,6037800410,4,1,1,1,1,54688016.12,45466.19976
131,6037800408,4,1,1,1,1,22579045.51,31999.19639
132,6037800406,4,1,1,1,1,133435602.9,70464.10211
133,6037800332,4,1,1,1,1,7030187.035,12579.77596
134,6037800330,4,1,1,1,1,41605284.26,44507.81902
135,6037800329,5,2,1,1,1,33055408.33,31190.29212
136,6037573601,7,1,1,1,4,5390719.375,11843.41958
137,6037571504,9,3,2,2,2,2232367.453,6167.611873
138,6037571503,9,4,1,2,2,1322973.762,5546.645172
